StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2_Browser,Q2_Version,Q2_Operating System,Q2_Resolution,Consent,Age,Gender,Gender_5_TEXT,Income,Environment,IT,S1_2035_EC_AN,S1_2035_EC_RN,S1_2035_EM_AN,S1_2035_EM_RN,S1_2035_MM_AN,S1_2035_MM_RN,S1_2050_EC_AN,S1_2050_EC_RN,S1_2050_EM_AN,S1_2050_EM_RN,S1_2050_MM_AN,S1_2050_MM_RN,S1_3535_EC_AN,S1_3535_EC_RN,S1_3535_EM_AN,S1_3535_EM_RN,S2_2035_EC_AN,S2_2035_EC_RN,S2_2035_EM_AN,S2_2035_EM_RN,S2_2035_MM_AN,S2_2035_MM_RN,S2_2050_EC_AN,S2_2050_EC_RN,S2_2050_EM_AN,S2_2050_EM_RN,S2_2050_MM_AN,S2_2050_MM_RN,S2_3535_EC_AN,S2_3535_EC_RN,S2_3535_EM_AN,S2_3535_EM_RN,Q58,Q55,Q55_12_TEXT,Q62,Q54
2024-08-30 11:18:53,2024-08-30 11:24:14,0,140.248.34.43,100,320,1,2024-08-30 11:24:14,R_8YgL1BXGVeDZGZr,,,,,51.2993,9.491,anonymous,DE,Safari,17.4.1,Macintosh,1440x900,1,2,1,,7,7,1,1,,2,1,1,2,1,1,,1,1,1,,1,2,,,,,,2,,,,1,,1,,,,,2,1,"5,2,1,3,13",,1,
2024-08-30 11:22:38,2024-08-30 11:28:25,0,84.191.51.15,100,346,1,2024-08-30 11:28:25,R_2WTPKf5RcQxX7VK,,,,,48.5882,13.395,anonymous,DE,Chrome,128.0.0.0,Android 10,412x919,1,1,2,,1,3,1,,2,1,2,1,2,1,,1,,1,2,,2,1,2,,,,2,,,1,,,2,,2,,,,,1,"5,2,1,3,7,13",,1,
2024-08-30 11:26:23,2024-08-30 11:30:46,0,104.28.62.41,100,262,1,2024-08-30 11:30:46,R_2pXoVjvuyAmwfTw,,,,,51.2993,9.491,anonymous,DE,Safari iPhone,17.5,iPhone,390x844,1,1,2,,3,3,2,1,1,1,1,1,1,,,1,1,1,,,2,1,2,,,,1,,1,1,,,,,,,,2,,1,"5,2,1,3,7,6",,5,
2024-08-30 11:33:29,2024-08-30 11:39:57,0,185.39.64.1,100,387,1,2024-08-30 11:39:57,R_2CIbcdgBuXejIH4,,,,,48.5756,13.4175,anonymous,DE,Chrome,122.0.0.0,Android 10,360x627,1,1,1,,1,5,1,1,1,,,2,2,1,1,1,1,1,2,,2,1,,,,,,2,2,,,,,1,,,,2,,1,"1,3",,3,
2024-08-30 11:39:32,2024-08-30 11:43:20,0,217.248.83.80,100,228,1,2024-08-30 11:43:21,R_8NQm2uqXMy6pfLc,,,,,48.5759,13.4497,anonymous,DE,,,,,1,1,1,,1,3,1,1,,,1,1,1,1,,1,1,,1,1,1,1,1,,1,,,1,,1,,,,,,1,,,,1,"5,1,3,7,13",,1,
2024-08-30 11:45:33,2024-08-30 11:47:14,0,176.2.0.3,100,101,1,2024-08-30 11:47:15,R_8rkOdvrtcUetFFS,,,,,51.2993,9.491,anonymous,DE,,,,,1,1,2,,1,7,2,1,,,2,,2,,,1,,,,2,1,2,2,2,,,,2,,,1,,,,2,,,,,1,"2,1,7,6",,1,
2024-08-30 11:47:22,2024-08-30 11:49:48,0,176.2.0.3,100,146,1,2024-08-30 11:49:49,R_8GXq0gBANIo43Tj,,,,,51.2993,9.491,anonymous,DE,,,,,1,1,2,,2,3,1,,,1,1,,2,1,,,,1,,1,2,,2,,,,,,2,1,,,,,,2,,2,,9,13,,3,
2024-08-30 11:49:50,2024-08-30 11:51:30,0,176.2.0.3,100,100,1,2024-08-30 11:51:30,R_20nIz0BVe9Qn3yk,,,,,51.2993,9.491,anonymous,DE,,,,,1,1,4,,3,6,5,,2,,,1,2,1,2,,,1,,,2,2,,,,,,1,,1,,,,,2,,,2,,5,1,,3,
2024-08-30 11:51:32,2024-08-30 11:52:41,0,176.2.0.3,100,69,1,2024-08-30 11:52:42,R_8bViEzxsLZjj6Be,,,,,51.2993,9.491,anonymous,DE,,,,,1,2,2,,2,7,1,1,1,1,,1,1,,1,1,,,,,,1,,1,,1,1,,,,,,,,,,,1,,1,10,,1,
2024-08-30 11:52:43,2024-08-30 11:53:55,0,176.2.0.3,100,71,1,2024-08-30 11:53:55,R_26dh04FwWUq3nSp,,,,,51.2993,9.491,anonymous,DE,,,,,1,13,1,,2,6,5,,2,2,2,,,2,,1,,2,,,,2,2,,,,,2,2,,,,,2,,2,,,,1,,,3,
2024-08-30 11:52:01,2024-08-30 11:55:18,0,104.28.62.42,100,196,1,2024-08-30 11:55:18,R_2DMu8lYxPlrZWDY,,,,,51.2993,9.491,anonymous,DE,,,,,1,1,1,,1,3,2,,,,,1,1,1,1,1,,1,1,,1,,,,,1,,1,,,,,1,1,,,,,,1,1,,3,
2024-08-30 11:53:57,2024-08-30 11:55:22,0,176.2.0.3,100,85,1,2024-08-30 11:55:23,R_2kUYescpDfRJbxv,,,,,51.2993,9.491,anonymous,DE,,,,,1,1,3,,1,7,1,,1,,1,1,1,1,,1,,,,1,2,,,,,,1,,1,,,,,1,,2,,,,5,"5,2,1,3,7,13,10",,3,
2024-08-30 11:55:39,2024-08-30 11:57:55,0,176.2.0.3,100,136,1,2024-08-30 11:57:56,R_8zMZIZpZ3VEYJaK,,,,,51.2993,9.491,anonymous,DE,,,,,1,3,2,,6,7,1,,1,,,,1,1,1,,1,1,,1,,,2,,,,,,2,,,,,,,2,2,,2,9,"1,7",,3,
2024-08-30 12:05:38,2024-08-30 12:07:17,0,185.39.64.56,100,99,1,2024-08-30 12:07:18,R_2aQ76fd1OA6pYYr,,,,,48.5756,13.4175,anonymous,DE,,,,,1,2,2,,2,3,1,,,,1,1,,1,1,1,1,1,1,,,,,,,,,1,2,,,,,,,,2,2,,9,"5,2,7,10",,5,
2024-08-30 12:25:53,2024-08-30 12:27:24,0,104.28.62.44,100,91,1,2024-08-30 12:27:25,R_87Bc6gmqQj7ifIJ,,,,,52.5196,13.4069,anonymous,DE,,,,,1,1,2,,1,3,1,2,,,2,,,,,2,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,,,,1,"5,3,7",,1,
2024-08-30 12:21:41,2024-08-30 12:27:25,0,46.162.79.32,100,344,1,2024-08-30 12:27:26,R_2Yil0KJqXDXpdeq,,,,,59.3247,18.056,anonymous,DE,,,,,1,1,1,,1,3,2,1,,1,,2,2,1,,,2,1,2,,,,,1,,,2,,,,,,,1,2,,,,,9,"5,2,3,7,13",,1,
2024-08-30 12:42:44,2024-08-30 12:48:11,0,172.225.194.53,100,327,1,2024-08-30 12:48:12,R_858ZeMVRqLx4Snn,,,,,50.1187,8.6842,anonymous,DE,,,,,1,2,2,,3,7,1,,1,,,,,,1,1,1,1,,1,2,,2,,2,,,,,,1,,,,,,2,,2,9,"5,1,3,7,13,6",,1,
2024-08-30 13:29:15,2024-08-30 13:33:36,0,140.248.34.43,100,260,1,2024-08-30 13:33:37,R_2rqgRGDHE3JQGyJ,,,,,51.2993,9.491,anonymous,DE,,,,,1,2,2,,3,6,1,1,2,1,,1,2,,,,1,,,,2,,2,1,,1,,,,,,,,,,1,,,2,1,"5,1,12",Motorbike,3,
2024-08-30 10:41:06,2024-08-30 13:44:38,0,87.156.83.134,100,11012,1,2024-08-30 13:44:39,R_80wOMLxdozfIguZ,,,,,47.8311,11.9135,anonymous,DE,Chrome,128.0.0.0,Android 10,360x800,1,1,2,,1,5,1,,1,2,,2,2,1,1,,,1,1,2,2,2,2,,1,,,,1,,,,1,,,,1,,,1,"5,1,3,7,10",,1,Business trip is documented anyways and integrated planning seems more reliable at this point.
2024-08-30 14:26:08,2024-08-30 14:26:20,0,83.76.11.37,100,12,1,2024-08-30 14:26:20,R_8ZKaKbkVfpmpMMw,,,,,47.3403,8.6054,anonymous,DE,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-30 14:46:48,2024-08-30 14:50:51,0,62.216.209.76,100,242,1,2024-08-30 14:50:51,R_2af4e2PbBpLSFcB,,,,,48.1087,11.5597,anonymous,DE,,,,,1,1,5,no gender,5,7,1,1,2,1,2,1,,,,,,1,,,2,2,,1,,1,1,,,,,1,,,,,,,,1,"5,6",,3,
2024-08-30 16:17:09,2024-08-30 16:22:22,0,104.28.114.6,100,312,1,2024-08-30 16:22:22,R_8P4SwkVoIODfPNV,,,,,45.8293,15.9793,anonymous,DE,,,,,1,1,1,,1,3,2,1,,1,,1,2,,2,1,,,1,1,,,,,2,,,,,1,2,,,,,1,,,,9,"5,1,3,7",,1,
2024-08-30 16:32:11,2024-08-30 16:36:56,0,104.28.62.44,100,284,1,2024-08-30 16:36:56,R_29xTweyrDvoe5Bn,,,,,52.5196,13.4069,anonymous,DE,,,,,1,1,2,,3,7,2,,1,,1,,,1,1,,1,,,2,2,2,,1,,,,,,1,1,,,,,,,2,,1,"5,2,7",,3,"Michi ist toll "
2024-08-30 16:42:03,2024-08-30 17:02:10,0,109.43.50.66,100,1206,1,2024-08-30 17:02:10,R_82SBnOWF3rVA2WJ,,,,,48.1872,11.4802,anonymous,DE,,,,,1,3,2,,6,6,1,1,,1,1,1,,1,,,,1,1,,,,1,,1,,,1,,,,,,,1,,1,,,1,"5,2,1,3,7,13,6,10",,3,
2024-08-30 16:33:56,2024-08-30 17:38:15,0,95.91.249.190,100,3859,1,2024-08-30 17:38:16,R_2fUmCPbkoKs4Mk2,,,,,48.1456,11.4564,anonymous,DE,,,,,1,1,5,Slimaka,1,6,1,,,1,1,,1,,1,,,1,1,1,2,,,,,,,,2,1,,,,1,,,2,,,1,"5,2,3,7,13",,3,
2024-08-30 18:03:52,2024-08-30 18:07:04,0,176.2.0.3,100,191,1,2024-08-30 18:07:04,R_8jO92Nfn8WJ2m9b,,,,,51.2993,9.491,anonymous,DE,,,,,1,1,2,,2,7,1,1,,,,,,,1,1,2,1,2,,2,,2,,,,,,,1,,,2,2,,,,2,,5,"2,3,13",,1,
2024-08-30 21:01:25,2024-08-30 21:07:02,0,104.28.64.23,100,336,1,2024-08-30 21:07:03,R_2rRo8TG11lnaUil,,,,,51.2993,9.491,anonymous,DE,,,,,1,1,2,,1,7,1,1,,2,2,1,2,,,,1,,,,,2,2,1,,,,,,,,,,,,2,,2,2,1,"2,7,13",,3,"Davi uns Konsti kiffen zu viel "
2024-08-30 21:51:51,2024-08-30 21:56:47,0,172.226.108.10,100,295,1,2024-08-30 21:56:48,R_8rPaQzKfvHIAemr,,,,,50.1187,8.6842,anonymous,DE,,,,,1,1,2,,1,3,1,1,,,,,1,,1,,1,1,1,2,2,,,1,,,,1,,,,,1,1,,,,,,1,"5,2,1",,3,
